simTime,connectivity,neurons,memory,CPU,timeout,hasExecuted,setupTime,execTime,startTime,endTime,measureTime,hasEndedInTimeout,hasEndedInError
0.003,0.5669486275713013,6839,16384,16,14400,True,0.41,163.6,1582749141.601282,1582749306.4707277,164.86944580078125,False,False
0.003,0.8867424607113759,9828,16384,16,14400,True,0.55,220.92,1582749306.5009649,1582749529.675946,223.17498111724854,False,False
0.003,0.6303434400412694,178,16384,16,14400,True,0.0,3.9,1582749529.7038703,1582749534.371749,4.6678786277771,False,False
0.003,0.2762557232628436,7030,16384,16,14400,True,0.37,48.55,1582749534.3980875,1582749584.186883,49.788795471191406,False,False
0.003,0.7143237566872568,8989,16384,16,14400,True,0.58,265.83,1582749584.2168894,1582749851.475196,267.2583065032959,False,False
0.003,0.1883692271122032,4723,16384,16,14400,True,0.14,35.15,1582749851.5020158,1582749887.6778657,36.17584991455078,False,False
0.003,0.06236135324752468,3827,16384,16,14400,True,0.07,13.74,1582749887.7067053,1582749902.2791038,14.57239842414856,False,False
0.003,0.012343384171395638,3989,16384,16,14400,True,0.06,8.26,1582749902.3084552,1582749911.4617443,9.153289079666138,False,False
0.003,0.02702890376396181,1928,16384,16,14400,True,0.02,7.63,1582749911.4875836,1582749919.9686146,8.481030941009521,False,False
0.003,0.42428194349866494,7152,16384,16,14400,True,0.52,89.5,1582749919.9982712,1582750010.9943178,90.99604654312134,False,False
0.003,0.4448338090733323,1509,16384,16,14400,True,0.03,11.76,1582750011.0217397,1582750023.575032,12.553292274475098,False,False
0.003,0.5966338416868435,9719,16384,16,14400,True,0.8,240.02,1582750023.6031911,1582750265.1882043,241.58501315116882,False,False
0.003,0.6423498356471037,6302,16384,16,14400,True,0.32,132.54,1582750265.2154386,1582750398.8729765,133.6575379371643,False,False
0.003,0.15872556029436663,7464,16384,16,14400,True,0.32,50.39,1582750398.9024038,1582750450.483001,51.580597162246704,False,False
0.003,0.5319062803014543,5820,16384,16,14400,True,0.32,103.59,1582750450.5091782,1582750555.2765872,104.76740908622742,False,False
0.003,0.07744303981274964,8209,16384,16,14400,True,0.29,40.22,1582750555.304684,1582750596.5842094,41.27952551841736,False,False
0.003,0.7299324277322592,834,16384,16,14400,True,0.01,8.49,1582750596.6130023,1582750605.9686089,9.35560655593872,False,False
0.003,0.8010355902883902,2215,16384,16,14400,True,0.04,28.11,1582750605.9949656,1582750634.978934,28.983968496322632,False,False
0.003,0.9328583474912777,1262,16384,16,14400,True,0.01,12.69,1582750635.0085607,1582750648.6582177,13.649657011032104,False,False
0.003,0.19303675643253945,401,16384,16,14400,True,0.0,3.43,1582750648.6856492,1582750652.9609227,4.275273561477661,False,False
0.003,0.09265235104125388,308,16384,16,14400,True,0.0,3.25,1582750652.986353,1582750657.0597842,4.0734312534332275,False,False
0.003,0.4760147803123924,731,16384,16,14400,True,0.01,6.54,1582750657.0909886,1582750664.3624709,7.271482229232788,False,False
0.003,0.17655041341159397,4556,16384,16,14400,True,0.13,32.1,1582750664.391735,1582750697.4860275,33.094292402267456,False,False
0.003,0.34128501994086385,1584,16384,16,14400,True,0.03,11.75,1582750697.5126045,1582750710.1642945,12.651690006256104,False,False
0.003,0.3468864673598526,8936,16384,16,14400,True,0.7,110.54,1582750710.190443,1582750822.3070068,112.11656379699707,False,False
0.003,0.19926331809086162,6481,16384,16,14400,True,0.27,50.87,1582750822.3339005,1582750874.3886688,52.054768323898315,False,False
0.003,0.10118536843037472,1657,16384,16,14400,True,0.02,7.67,1582750874.4154897,1582750882.9556973,8.540207624435425,False,False
0.003,0.9178832032636708,7493,16384,16,14400,True,0.31,146.34,1582750882.9821444,1582751030.5737631,147.5916187763214,False,False
0.003,0.324148230799534,7245,16384,16,14400,True,0.45,62.36,1582751030.6001604,1582751094.5693986,63.96923828125,False,False
0.003,0.1691349791625641,988,16384,16,14400,True,0.01,5.69,1582751094.5959847,1582751101.1564903,6.560505628585815,False,False
0.003,0.9530454240123343,8062,16384,16,14400,True,0.35,190.0,1582751101.1843433,1582751292.278886,191.0945427417755,False,False
0.003,0.415807728357527,9942,16384,16,14400,True,0.96,131.12,1582751292.3077855,1582751425.4251266,133.11734104156494,False,False
0.003,0.6219537556685325,3818,16384,16,14400,True,0.13,60.83,1582751425.4541287,1582751487.1701543,61.716025590896606,False,False
0.003,0.07622519877850287,878,16384,16,14400,True,0.01,4.4,1582751487.1968231,1582751492.3534968,5.1566736698150635,False,False
0.003,0.6101809371391481,187,16384,16,14400,True,0.0,3.25,1582751492.380768,1582751496.4572058,4.076437711715698,False,False
0.003,0.05990235492495823,5793,16384,16,14400,True,0.14,22.91,1582751496.4833088,1582751520.3754404,23.892131567001343,False,False
0.003,0.4400998504576888,3532,16384,16,14400,True,0.14,41.88,1582751520.4026198,1582751563.177744,42.775124073028564,False,False
0.003,0.46051825283496145,5342,16384,16,14400,True,0.31,46.79,1582751563.2066808,1582751611.2866228,48.07994198799133,False,False
0.003,0.6116767951603035,9085,16384,16,14400,True,0.69,205.97,1582751611.3149593,1582751818.7759972,207.4610378742218,False,False
0.003,0.775537111739405,3222,16384,16,14400,True,0.07,53.33,1582751818.8040483,1582751873.0890737,54.28502535820007,False,False
0.003,0.6955840222951455,7446,16384,16,14400,True,0.42,136.77,1582751873.1162338,1582752011.1837237,138.06748986244202,False,False
0.003,0.902424257333563,7829,16384,16,14400,True,0.34,207.95,1582752011.210117,1582752220.2786481,209.06853103637695,False,False
0.003,0.23114009057120372,332,16384,16,14400,True,0.0,4.49,1582752220.305475,1582752225.6687782,5.363303184509277,False,False
0.003,0.0967326949548208,8655,16384,16,14400,True,0.34,59.07,1582752225.6950393,1582752285.977223,60.28218364715576,False,False
0.003,0.44947948444865143,5573,16384,16,14400,True,0.33,50.37,1582752286.0050986,1582752337.5913994,51.58630084991455,False,False
0.003,0.9193687206123836,7248,16384,16,14400,True,0.29,170.4,1582752337.6197548,1582752509.1634412,171.5436863899231,False,False
0.003,0.028824052806384504,5157,16384,16,14400,True,0.1,15.72,1582752509.1903803,1582752525.7756865,16.58530616760254,False,False
0.003,0.6781529968830606,4535,16384,16,14400,True,0.16,87.15,1582752525.8011613,1582752613.9774976,88.17633628845215,False,False
0.003,0.3177526228698639,1151,16384,16,14400,True,0.02,7.87,1582752614.0072987,1582752622.7726724,8.765373706817627,False,False
0.003,0.11894234283400713,2286,16384,16,14400,True,0.03,10.76,1582752622.8002846,1582752634.3631866,11.562901973724365,False,False
0.003,0.7818662439380398,2541,16384,16,14400,True,0.05,34.99,1582752634.3926911,1582752670.2627285,35.870037317276,False,False
0.003,0.011185147647326903,4587,16384,16,14400,True,0.07,10.93,1582752670.2915876,1582752682.0779705,11.786382913589478,False,False
0.003,0.910264298878981,791,16384,16,14400,True,0.01,6.7,1582752682.1067252,1582752689.6635282,7.556802988052368,False,False
0.003,0.4293420027185882,2242,16384,16,14400,True,0.06,18.48,1582752689.6925993,1582752709.0609605,19.368361234664917,False,False
0.003,0.9351596088052371,4626,16384,16,14400,True,0.13,61.31,1582752709.0873108,1582752771.362988,62.27567720413208,False,False
0.003,0.3898227799479681,3388,16384,16,14400,True,0.12,34.1,1582752771.3898652,1582752806.3797069,34.98984169960022,False,False
0.003,0.11339975200292951,2644,16384,16,14400,True,0.04,13.14,1582752806.4064114,1582752820.3673444,13.960932970046997,False,False
0.003,0.7801635549619569,401,16384,16,14400,True,0.0,4.12,1582752820.3942783,1582752825.2612803,4.867002010345459,False,False
0.003,0.3855886159515296,6661,16384,16,14400,True,0.44,66.41,1582752825.2881947,1582752892.9913871,67.70319247245789,False,False
0.003,0.13520098240936768,5386,16384,16,14400,True,0.16,34.43,1582752893.0181725,1582752928.5755095,35.557337045669556,False,False
0.003,0.4520427160125998,4638,16384,16,14400,True,0.23,53.17,1582752928.601495,1582752983.0925422,54.49104714393616,False,False
0.003,0.716272521860254,5422,16384,16,14400,True,0.21,89.58,1582752983.1193907,1582753073.672421,90.55303025245667,False,False
0.003,0.17673009137506315,9688,16384,16,14400,True,0.55,71.88,1582753073.7011955,1582753146.9966488,73.29545331001282,False,False
0.003,0.7074556935438577,5953,16384,16,14400,True,0.26,96.69,1582753147.026604,1582753244.8870075,97.86040353775024,False,False
0.003,0.5876063413452073,7483,16384,16,14400,True,0.49,143.1,1582753244.9149399,1582753389.365442,144.4505021572113,False,False
0.003,0.5912640306248367,9010,16384,16,14400,True,0.7,238.84,1582753389.3920908,1582753629.6752486,240.28315782546997,False,False
0.003,0.5427568355873716,5931,16384,16,14400,True,0.32,153.18,1582753629.7020404,1582753783.96684,154.26479959487915,False,False
0.003,0.5809904929476873,8537,16384,16,14400,True,0.64,208.49,1582753783.9930744,1582753993.981236,209.9881615638733,False,False
0.003,0.752187850333701,3803,16384,16,14400,True,0.1,53.1,1582753994.008149,1582754047.976011,53.967862129211426,False,False
0.003,0.4164411000164089,8004,16384,16,14400,True,0.63,93.14,1582754048.002855,1582754142.7094316,94.70657658576965,False,False
0.003,0.6609073333956341,7405,16384,16,14400,True,0.43,145.63,1582754142.7359064,1582754289.6671221,146.93121576309204,False,False
0.003,0.7576832185121766,4955,16384,16,14400,True,0.17,76.04,1582754289.6938388,1582754366.7734497,77.07961082458496,False,False
0.003,0.06930975629463888,4179,16384,16,14400,True,0.08,18.02,1582754366.800899,1582754385.869407,19.06850790977478,False,False
0.003,0.1978848024319576,1725,16384,16,14400,True,0.02,10.41,1582754385.8967195,1582754397.1646326,11.267913103103638,False,False
0.003,0.9197981426159416,4982,16384,16,14400,True,0.15,113.17,1582754397.191082,1582754511.282769,114.09168696403503,False,False
0.003,0.6716629525052048,7047,16384,16,14400,True,0.39,123.5,1582754511.309668,1582754636.0787766,124.76910853385925,False,False
0.003,0.35130420378784316,4434,16384,16,14400,True,0.19,32.33,1582754636.1054876,1582754669.6744893,33.5690016746521,False,False
0.003,0.9889307425247721,2708,16384,16,14400,True,0.05,39.45,1582754669.7015493,1582754710.0721903,40.370640993118286,False,False
0.003,0.13700063388878053,8999,16384,16,14400,True,0.44,44.88,1582754710.0994356,1582754756.389291,46.28985548019409,False,False
0.003,0.391349186255782,7781,16384,16,14400,True,0.6,86.62,1582754756.415845,1582754844.5899358,88.17409086227417,False,False
0.003,0.41588143777281694,950,16384,16,14400,True,0.01,8.69,1582754844.6163516,1582754854.1610453,9.5446937084198,False,False
0.003,0.9011758401829782,1096,16384,16,14400,True,0.01,11.71,1582754854.1872225,1582754866.6694176,12.482195138931274,False,False
0.003,0.622475373274787,2740,16384,16,14400,True,0.07,43.06,1582754866.6980336,1582754910.5822434,43.884209871292114,False,False
0.003,0.22920244346452232,6995,16384,16,14400,True,0.34,44.65,1582754910.6161916,1582754956.5767353,45.960543632507324,False,False
0.003,0.7398485706154977,7747,16384,16,14400,True,0.41,205.38,1582754956.6077363,1582755163.27769,206.66995358467102,False,False
0.003,0.07561302146111495,4084,16384,16,14400,True,0.08,16.43,1582755163.306172,1582755180.7623055,17.456133604049683,False,False
0.003,0.4220233064804843,4853,16384,16,14400,True,0.24,47.88,1582755180.7906952,1582755229.7859783,48.995283126831055,False,False
0.003,0.8087843796210903,5100,16384,16,14400,True,0.17,75.83,1582755229.8137002,1582755306.6725507,76.85885047912598,False,False
0.003,0.2781829409796651,1207,16384,16,14400,True,0.01,8.39,1582755306.699795,1582755315.873388,9.173593044281006,False,False
0.003,0.027124582262562917,2889,16384,16,14400,True,0.04,9.18,1582755315.9022772,1582755326.0679693,10.16569209098816,False,False
0.003,0.44783726731497986,8320,16384,16,14400,True,0.7,149.5,1582755326.0950296,1582755477.185965,151.0909354686737,False,False
0.003,0.42464874099978756,7507,16384,16,14400,True,0.57,123.92,1582755477.2150009,1582755602.712496,125.49749517440796,False,False
0.003,0.7819746676060046,6466,16384,16,14400,True,0.27,112.07,1582755602.7421734,1582755715.880025,113.13785147666931,False,False
0.003,0.19567665663986636,8664,16384,16,14400,True,0.46,96.35,1582755715.9099898,1582755813.7732794,97.86328959465027,False,False
0.003,0.24867408410105363,1735,16384,16,14400,True,0.03,10.57,1582755813.80244,1582755825.1841433,11.38170337677002,False,False
0.003,0.08465136320797041,8711,16384,16,14400,True,0.33,38.9,1582755825.2117896,1582755865.3787422,40.16695261001587,False,False
0.003,0.25398038849936344,9938,16384,16,14400,True,0.71,96.67,1582755865.4076626,1582755963.7856894,98.3780267238617,False,False
0.003,0.8608837315019677,3467,16384,16,14400,True,0.07,55.32,1582755963.8127458,1582756019.9663708,56.15362501144409,False,False
0.003,0.4507384878837101,7261,16384,16,14400,True,0.55,92.55,1582756019.994391,1582756113.9923022,93.99791121482849,False,False
0.003,0.8537481554464686,6409,16384,16,14400,True,0.24,148.53,1582756114.02092,1582756263.6878483,149.6669282913208,False,False
0.003,0.4434235680316082,5617,16384,16,14400,True,0.33,48.75,1582756263.7169952,1582756313.6902633,49.973268032073975,False,False
0.003,0.5003326705560923,2992,16384,16,14400,True,0.09,47.48,1582756313.7187717,1582756362.066667,48.34789538383484,False,False
0.003,0.19968405082442223,6757,16384,16,14400,True,0.29,39.7,1582756362.0959523,1582756403.1075766,41.011624336242676,False,False
0.003,0.9552142917134064,6295,16384,16,14400,True,0.22,111.36,1582756403.1362798,1582756515.4675777,112.33129787445068,False,False
0.003,0.2955766428476823,9727,16384,16,14400,True,0.76,101.06,1582756515.4974177,1582756618.2957637,102.79834604263306,False,False
0.003,0.15286014446386967,5515,16384,16,14400,True,0.17,32.61,1582756618.3224485,1582756652.0885959,33.76614737510681,False,False
0.003,0.8167007552552181,6522,16384,16,14400,True,0.27,119.71,1582756652.1158824,1582756772.8751435,120.75926113128662,False,False
0.003,0.19205498206866714,6769,16384,16,14400,True,0.28,45.49,1582756772.9018211,1582756819.6796558,46.77783465385437,False,False
0.003,0.9666591653921616,8346,16384,16,14400,True,0.38,177.01,1582756819.7093298,1582756997.8810182,178.17168831825256,False,False
0.003,0.07850319797367389,1148,16384,16,14400,True,0.01,5.37,1582756997.908463,1582757004.0637703,6.155307292938232,False,False
0.003,0.10373957409366015,862,16384,16,14400,True,0.01,5.21,1582757004.0908923,1582757010.1578224,6.066930055618286,False,False
0.003,0.5133172504201404,1602,16384,16,14400,True,0.03,17.51,1582757010.1847327,1582757028.5608575,18.3761248588562,False,False
0.003,0.5533921393321163,3581,16384,16,14400,True,0.12,58.63,1582757028.5871336,1582757088.1707003,59.583566665649414,False,False
0.003,0.5147781088636578,3352,16384,16,14400,True,0.11,58.9,1582757088.1976326,1582757147.9735565,59.77592396736145,False,False
0.003,0.01818080674103149,8835,16384,16,14400,True,0.26,23.54,1582757148.0016892,1582757172.5802083,24.578519105911255,False,False
0.003,0.284155583877162,2168,16384,16,14400,True,0.04,12.15,1582757172.6066425,1582757185.570829,12.964186429977417,False,False
0.003,0.07464763375410566,6886,16384,16,14400,True,0.21,23.2,1582757185.604102,1582757209.8623352,24.258233308792114,False,False
0.003,0.5557762893583612,6914,16384,16,14400,True,0.43,146.5,1582757209.889329,1582757357.5751941,147.6858651638031,False,False
0.003,0.4026827245003648,7350,16384,16,14400,True,0.54,69.88,1582757357.603269,1582757429.0999422,71.49667310714722,False,False
0.003,0.5520007987874511,1002,16384,16,14400,True,0.01,10.08,1582757429.1274805,1582757440.0639768,10.936496257781982,False,False
0.003,0.5645533520817585,8413,16384,16,14400,True,0.62,181.71,1582757440.0915654,1582757623.3759391,183.2843737602234,False,False
0.003,0.3474490207391928,7701,16384,16,14400,True,0.54,92.16,1582757623.4060688,1582757717.1834552,93.77738642692566,False,False
0.003,0.9418393071742115,1435,16384,16,14400,True,0.01,15.68,1582757717.2119017,1582757733.776828,16.564926385879517,False,False
0.003,0.2018090722407967,6082,16384,16,14400,True,0.24,32.87,1582757733.8051817,1582757767.8717573,34.06657552719116,False,False
0.003,0.9287845909902194,242,16384,16,14400,True,0.0,3.8,1582757767.8983502,1582757772.4599552,4.561604976654053,False,False
0.003,0.450648946539818,6154,16384,16,14400,True,0.41,85.23,1582757772.4884355,1582757859.0841122,86.59567666053772,False,False
0.003,0.3358659358715624,5151,16384,16,14400,True,0.24,59.45,1582757859.1129525,1582757919.5839605,60.47100806236267,False,False
0.003,0.09332819376063585,525,16384,16,14400,True,0.0,3.78,1582757919.6119301,1582757924.1650636,4.553133487701416,False,False
0.003,0.48467340785312596,4614,16384,16,14400,True,0.23,40.68,1582757924.1914752,1582757966.162285,41.97080993652344,False,False
0.003,0.6876479886290403,7284,16384,16,14400,True,0.4,141.82,1582757966.189363,1582758109.1773767,142.98801374435425,False,False
0.003,0.37981422736635106,8022,16384,16,14400,True,0.62,87.55,1582758109.2047458,1582758198.2939374,89.08919167518616,False,False
0.003,0.36866304875917416,843,16384,16,14400,True,0.01,6.36,1582758198.3207622,1582758205.4703736,7.149611473083496,False,False
0.003,0.9990864026900277,4042,16384,16,14400,True,0.1,61.33,1582758205.4966395,1582758267.7708945,62.27425503730774,False,False
0.003,0.07921844551116423,8323,16384,16,14400,True,0.3,49.22,1582758267.8020031,1582758318.0729756,50.27097249031067,False,False
0.003,0.8020415322634122,9686,16384,16,14400,True,0.58,228.34,1582758318.0999818,1582758547.8814487,229.78146696090698,False,False
0.003,0.1956653937979088,7366,16384,16,14400,True,0.34,48.25,1582758547.9083197,1582758597.3807242,49.47240447998047,False,False
0.003,0.49640422861032935,4756,16384,16,14400,True,0.25,40.86,1582758597.4069815,1582758639.3866122,41.97963070869446,False,False
0.003,0.6553459055023512,7301,16384,16,14400,True,0.42,159.34,1582758639.4140716,1582758800.070541,160.65646934509277,False,False
0.003,0.24221813415870763,7332,16384,16,14400,True,0.38,47.94,1582758800.0975454,1582758849.380962,49.283416509628296,False,False
0.003,0.3819072946427608,1011,16384,16,14400,True,0.01,6.9,1582758849.407388,1582758857.1578517,7.7504637241363525,False,False
0.003,0.9350548731954106,9937,16384,16,14400,True,0.54,231.79,1582758857.1837738,1582759090.3746727,233.19089889526367,False,False
0.003,0.6172556662252676,2812,16384,16,14400,True,0.07,41.23,1582759090.4049115,1582759132.4706564,42.06574487686157,False,False
0.003,0.6420286738479336,1203,16384,16,14400,True,0.01,14.31,1582759132.497624,1582759147.6678796,15.170255661010742,False,False
0.003,0.6280682541432946,6796,16384,16,14400,True,0.39,134.42,1582759147.6952367,1582759283.3750958,135.67985916137695,False,False
0.003,0.8974604985963849,2670,16384,16,14400,True,0.05,40.16,1582759283.4023318,1582759324.4666457,41.064313888549805,False,False
0.003,0.2823306914945124,8109,16384,16,14400,True,0.52,64.7,1582759324.4929225,1582759390.590591,66.09766840934753,False,False
0.003,0.2756613876288034,8386,16384,16,14400,True,0.54,109.34,1582759390.6164768,1582759501.3917663,110.77528953552246,False,False
0.003,0.16147876761820487,2716,16384,16,14400,True,0.05,14.24,1582759501.4217305,1582759516.5666206,15.144890069961548,False,False
0.003,0.32824337880023663,2650,16384,16,14400,True,0.07,20.85,1582759516.6053092,1582759538.3701088,21.76479959487915,False,False
0.003,0.1669817607745746,1950,16384,16,14400,True,0.03,11.07,1582759538.4021153,1582759550.454676,12.052560567855835,False,False
0.003,0.9087497497451895,5839,16384,16,14400,True,0.19,124.55,1582759550.4833117,1582759676.0678148,125.58450317382812,False,False
0.003,0.42174001044047904,3803,16384,16,14400,True,0.16,44.74,1582759676.096123,1582759721.879366,45.78324294090271,False,False
0.003,0.7595218354618732,6454,16384,16,14400,True,0.3,134.9,1582759721.9079905,1582759857.9838111,136.07582068443298,False,False
0.003,0.9540772154709232,7031,16384,16,14400,True,0.27,130.22,1582759858.0121508,1582759989.3734624,131.36131167411804,False,False
0.003,0.9454756752968251,8271,16384,16,14400,True,0.38,194.71,1582759989.4032679,1582760185.2701895,195.8669216632843,False,False
0.003,0.48792105053998386,3494,16384,16,14400,True,0.14,44.38,1582760185.2987053,1582760230.6706984,45.37199306488037,False,False
0.003,0.6846615314905248,3651,16384,16,14400,True,0.1,46.42,1582760230.7003303,1582760278.16684,47.46650981903076,False,False
0.003,0.011281175519767919,5770,16384,16,14400,True,0.11,12.02,1582760278.194942,1582760291.1709387,12.975996732711792,False,False
0.003,0.5419728574727066,1802,16384,16,14400,True,0.03,21.49,1582760291.199718,1582760313.5786695,22.37895154953003,False,False
0.003,0.6665714541453882,7710,16384,16,14400,True,0.47,182.13,1582760313.609422,1582760497.0798087,183.47038674354553,False,False
0.003,0.7663187676262615,4330,16384,16,14400,True,0.13,73.94,1582760497.1083922,1582760571.968969,74.86057686805725,False,False
0.003,0.7680504589755696,1185,16384,16,14400,True,0.01,10.89,1582760571.9997013,1582760583.7666955,11.76699423789978,False,False
0.003,0.028355756343895047,5528,16384,16,14400,True,0.11,17.08,1582760583.7946906,1582760601.7649746,17.97028398513794,False,False
0.003,0.8383853046575196,145,16384,16,14400,True,0.0,3.03,1582760601.7923107,1582760605.6660774,3.8737666606903076,False,False
0.003,0.26330917597688913,967,16384,16,14400,True,0.01,6.9,1582760605.6970317,1582760613.460052,7.763020277023315,False,False
0.003,0.4894259634054781,5771,16384,16,14400,True,0.37,71.86,1582760613.488412,1582760686.5918083,73.10339641571045,False,False
0.003,0.281135761792391,3312,16384,16,14400,True,0.09,28.11,1582760686.6195595,1582760715.6723037,29.052744150161743,False,False
0.003,0.46979482823599095,8142,16384,16,14400,True,0.68,137.25,1582760715.7014718,1582760854.498982,138.79751014709473,False,False
0.003,0.30835482885267446,7173,16384,16,14400,True,0.43,74.05,1582760854.5270147,1582760929.9785905,75.451575756073,False,False
0.003,0.28783972059276397,8080,16384,16,14400,True,0.51,101.68,1582760930.0083904,1582761033.4968243,103.48843383789062,False,False
0.003,0.5195106286000324,7468,16384,16,14400,True,0.5,169.76,1582761033.5259812,1582761204.4749658,170.94898462295532,False,False
0.003,0.21328253965114732,4454,16384,16,14400,True,0.14,35.87,1582761204.5038147,1582761241.3736098,36.869795083999634,False,False
0.003,0.4049242726172278,2217,16384,16,14400,True,0.05,17.45,1582761241.4022193,1582761259.7680006,18.36578130722046,False,False
0.003,0.49067172713279694,1024,16384,16,14400,True,0.01,8.41,1582761259.7962754,1582761269.070855,9.274579524993896,False,False
0.003,0.8128899593740897,4082,16384,16,14400,True,0.11,59.42,1582761269.098347,1582761329.4626122,60.36426520347595,False,False
0.003,0.2716725483263704,9919,16384,16,14400,True,0.74,95.88,1582761329.4910264,1582761427.0996006,97.6085741519928,False,False
0.003,0.17235323861624918,7521,16384,16,14400,True,0.34,65.71,1582761427.1277595,1582761493.9826229,66.85486340522766,False,False
0.003,0.578942417008847,6168,16384,16,14400,True,0.33,108.66,1582761494.0106375,1582761603.77647,109.76583242416382,False,False
0.003,0.6382974849380735,1707,16384,16,14400,True,0.03,20.07,1582761603.8055444,1582761624.7685153,20.962970972061157,False,False
0.003,0.47748288339686584,2419,16384,16,14400,True,0.07,22.86,1582761624.7966092,1582761648.5727875,23.77617835998535,False,False
0.003,0.10517022453184639,1463,16384,16,14400,True,0.01,7.81,1582761648.6074414,1582761657.3655934,8.75815200805664,False,False
0.003,0.12869764368740902,2474,16384,16,14400,True,0.04,13.98,1582761657.3948627,1582761672.1787543,14.783891677856445,False,False
0.003,0.05529942936560203,1291,16384,16,14400,True,0.01,5.3,1582761672.2056313,1582761678.2603228,6.054691553115845,False,False
0.003,0.6741482909157086,1210,16384,16,14400,True,0.01,12.93,1582761678.2863457,1582761691.9778278,13.691482067108154,False,False
0.003,0.6935144534156381,3509,16384,16,14400,True,0.1,65.0,1582761692.004736,1582761758.0703456,66.06560969352722,False,False
0.003,0.6432613633885984,2621,16384,16,14400,True,0.06,38.85,1582761758.0975592,1582761797.9657083,39.86814904212952,False,False
0.003,0.6913643067382451,2978,16384,16,14400,True,0.08,45.23,1582761797.9921575,1582761844.0729184,46.08076095581055,False,False
0.003,0.5708157014843886,689,16384,16,14400,True,0.01,5.7,1582761844.1008415,1582761850.661622,6.5607805252075195,False,False
0.003,0.1845018905983249,4970,16384,16,14400,True,0.16,37.48,1582761850.688608,1582761889.0907054,38.40209746360779,False,False
0.003,0.023675593573596672,1141,16384,16,14400,True,0.01,4.91,1582761889.117427,1582761894.762373,5.644945859909058,False,False
0.003,0.9055737670303783,2857,16384,16,14400,True,0.06,43.37,1582761894.7926412,1582761939.0722072,44.279566049575806,False,False
0.003,0.7733921069023978,5793,16384,16,14400,True,0.23,105.09,1582761939.0997012,1582762045.1691544,106.06945323944092,False,False
0.003,0.49039467080942145,6538,16384,16,14400,True,0.46,74.65,1582762045.196046,1582762121.293594,76.09754776954651,False,False
0.003,0.5367167910019301,6333,16384,16,14400,True,0.37,108.91,1582762121.3221529,1582762231.4805667,110.15841388702393,False,False
0.003,0.8744387762641403,744,16384,16,14400,True,0.01,7.89,1582762231.5094726,1582762240.2577212,8.74824857711792,False,False
0.003,0.04098972571393026,4151,16384,16,14400,True,0.07,14.26,1582762240.286265,1582762255.4772036,15.190938711166382,False,False
0.003,0.5056477121381463,9817,16384,16,14400,True,0.86,233.65,1582762255.5039244,1582762490.776619,235.27269458770752,False,False
0.003,0.9233957340715869,5489,16384,16,14400,True,0.17,106.11,1582762490.807707,1582762597.9715576,107.16385054588318,False,False
0.003,0.803017527231521,1842,16384,16,14400,True,0.03,21.88,1582762598.0032253,1582762620.766746,22.76352071762085,False,False
0.003,0.31883363129917647,7271,16384,16,14400,True,0.45,73.86,1582762620.795513,1582762696.0850885,75.28957557678223,False,False
0.003,0.19500594701113794,9596,16384,16,14400,True,0.56,64.04,1582762696.1151376,1582762761.5883887,65.47325110435486,False,False
0.003,0.5514917134245968,9267,16384,16,14400,True,0.76,237.34,1582762761.6161587,1582763000.3830972,238.76693844795227,False,False
0.003,0.7015667756644458,4892,16384,16,14400,True,0.18,78.63,1582763000.4122317,1582763080.0705526,79.65832090377808,False,False
0.003,0.5825054270823793,559,16384,16,14400,True,0.0,6.1,1582763080.0992894,1582763087.061303,6.962013483047485,False,False
0.003,0.9596877702794386,9023,16384,16,14400,True,0.45,218.17,1582763087.088439,1582763306.3753593,219.28692030906677,False,False
0.003,0.3723202472262139,9642,16384,16,14400,True,0.86,112.84,1582763306.4058971,1582763421.0963862,114.6904890537262,False,False
0.003,0.6729208929701721,9400,16384,16,14400,True,0.67,216.88,1582763421.1254632,1582763639.4645176,218.3390543460846,False,False
0.003,0.8211924026118969,193,16384,16,14400,True,0.0,3.81,1582763639.493727,1582763644.1551957,4.661468744277954,False,False
0.003,0.8282141189760692,5645,16384,16,14400,True,0.2,101.43,1582763644.1821375,1582763746.478386,102.29624843597412,False,False
0.003,0.6770775700068639,6143,16384,16,14400,True,0.3,109.91,1582763746.507367,1582763857.4676168,110.96024990081787,False,False
0.003,0.2639851115569573,7361,16384,16,14400,True,0.4,66.22,1582763857.49629,1582763924.9910393,67.49474930763245,False,False
0.003,0.22048992415617866,8673,16384,16,14400,True,0.49,97.28,1582763925.0192528,1582764023.7986593,98.77940654754639,False,False
0.003,0.7924109423965765,2237,16384,16,14400,True,0.04,30.23,1582764023.8269863,1582764054.8665907,31.039604425430298,False,False
0.003,0.4974545672567802,5455,16384,16,14400,True,0.33,89.39,1582764054.898499,1582764145.486766,90.5882670879364,False,False
0.003,0.6407736337866493,7416,16384,16,14400,True,0.45,138.15,1582764145.5169978,1582764284.8698967,139.35289883613586,False,False
0.003,0.7843384198526767,2264,16384,16,14400,True,0.04,29.18,1582764284.8997447,1582764314.8688664,29.96912169456482,False,False
0.003,0.0666506066739646,9186,16384,16,14400,True,0.34,35.58,1582764314.9001827,1582764351.87028,36.9700973033905,False,False
0.003,0.6319455544600712,6889,16384,16,14400,True,0.39,136.39,1582764351.8994534,1582764489.5771205,137.6776671409607,False,False
0.003,0.5053942490815565,4567,16384,16,14400,True,0.2,86.39,1582764489.605348,1582764576.9673028,87.36195468902588,False,False
